batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
commit d4d3411d81ffb97a61e866b3e200782aacb61ba4 (built by Nix from master branch),0.000000,836468.000000,409.117647,49014.000000,16932.000000,7.501821,3015.039095,285.628601,171,0,972,972,972,0,0,0,5.975528,6.456783,0.000000,19998722.000001,116726615.000000,0.000000,0.000000,0.000000,0.000000
