job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
0,w0,delay_12,2.960000,2,18.000000,1,COMPLETED_SUCCESSFULLY,2.960000,12.000000,14.960000,0.000000,12.000000,1.000000,0-1,-1.000000,""
4,w0,delay_5,10.960000,1,8.000000,1,COMPLETED_SUCCESSFULLY,10.960000,5.000000,15.960000,0.000000,5.000000,1.000000,10,-1.000000,""
2,w0,delay_7,9.320000,1,11.000000,1,COMPLETED_SUCCESSFULLY,9.320000,7.000000,16.320000,0.000000,7.000000,1.000000,4,-1.000000,""
1,w0,delay_16,7.670000,2,24.000000,1,COMPLETED_SUCCESSFULLY,7.670000,16.000000,23.670000,0.000000,16.000000,1.000000,2-3,-1.000000,""
5,w0,delay_7,27.610000,2,11.000000,1,COMPLETED_SUCCESSFULLY,27.610000,7.000000,34.610000,0.000000,7.000000,1.000000,0-1,-1.000000,""
8,w0,delay_7,46.420000,1,11.000000,1,COMPLETED_SUCCESSFULLY,46.420000,7.000000,53.420000,0.000000,7.000000,1.000000,14,-1.000000,""
9,w0,delay_7,46.450000,1,11.000000,1,COMPLETED_SUCCESSFULLY,46.450000,7.000000,53.450000,0.000000,7.000000,1.000000,15,-1.000000,""
3,w0,delay_60,9.520000,5,90.000000,1,COMPLETED_SUCCESSFULLY,9.520000,60.000000,69.520000,0.000000,60.000000,1.000000,5-9,-1.000000,""
7,w0,ph_37,40.500000,5,56.000000,1,COMPLETED_SUCCESSFULLY,40.500000,37.000000,77.500000,0.000000,37.000000,1.000000,0-1 11-13,-1.000000,""
6,w0,delay_54,29.870000,4,81.000000,1,COMPLETED_SUCCESSFULLY,29.870000,54.000000,83.870000,0.000000,54.000000,1.000000,2-4 10,-1.000000,""
10,w0,delay_104,50.280000,12,156.000000,1,COMPLETED_SUCCESSFULLY,77.500000,104.000000,181.500000,27.220000,131.220000,1.261731,0-1 5-9 11-15,-1.000000,""
11,w0,delay_74,53.710000,12,111.000000,1,COMPLETED_SUCCESSFULLY,181.500000,74.000000,255.500000,127.790000,201.790000,2.726892,0-11,-1.000000,""
15,w0,delay_13,60.380000,2,20.000000,1,COMPLETED_SUCCESSFULLY,255.500000,13.000000,268.500000,195.120000,208.120000,16.009231,12-13,-1.000000,""
13,w0,delay_15,56.960000,1,23.000000,1,COMPLETED_SUCCESSFULLY,255.500000,15.000000,270.500000,198.540000,213.540000,14.236000,5,-1.000000,""
16,w0,delay_15,62.100000,2,23.000000,1,COMPLETED_SUCCESSFULLY,255.500000,15.000000,270.500000,193.400000,208.400000,13.893333,14-15,-1.000000,""
12,w0,delay_30,56.020000,5,45.000000,1,COMPLETED_SUCCESSFULLY,255.500000,30.000000,285.500000,199.480000,229.480000,7.649333,0-4,-1.000000,""
14,w0,ph_35,60.030000,6,53.000000,1,COMPLETED_SUCCESSFULLY,255.500000,35.000000,290.500000,195.470000,230.470000,6.584857,6-11,-1.000000,""
19,w0,delay_7,79.390000,2,11.000000,1,COMPLETED_SUCCESSFULLY,285.500000,7.000000,292.500000,206.110000,213.110000,30.444286,1-2,-1.000000,""
18,w0,delay_11,73.130000,1,17.000000,1,COMPLETED_SUCCESSFULLY,285.500000,11.000000,296.500000,212.370000,223.370000,20.306364,0,-1.000000,""
20,w0,delay_12,80.310000,2,18.000000,1,COMPLETED_SUCCESSFULLY,285.500000,12.000000,297.500000,205.190000,217.190000,18.099167,3-4,-1.000000,""
22,w0,delay_7,82.980000,1,11.000000,1,COMPLETED_SUCCESSFULLY,292.500000,7.000000,299.500000,209.520000,216.520000,30.931429,1,-1.000000,""
17,w0,delay_42,63.910000,5,63.000000,1,COMPLETED_SUCCESSFULLY,270.500000,42.000000,312.500000,206.590000,248.590000,5.918810,5 12-15,-1.000000,""
23,w0,delay_26,90.300000,4,39.000000,1,COMPLETED_SUCCESSFULLY,297.500000,26.000000,323.500000,207.200000,233.200000,8.969231,0 2-4,-1.000000,""
21,w0,ph_60,82.390000,6,90.000000,1,COMPLETED_SUCCESSFULLY,290.500000,60.000000,350.500000,208.110000,268.110000,4.468500,6-11,-1.000000,""
24,w0,delay_80,96.430000,12,120.000000,1,COMPLETED_SUCCESSFULLY,350.500000,80.000000,430.500000,254.070000,334.070000,4.175875,0-11,-1.000000,""
27,w0,delay_8,103.370000,2,12.000000,1,COMPLETED_SUCCESSFULLY,430.500000,8.000000,438.500000,327.130000,335.130000,41.891250,12-13,-1.000000,""
26,w0,delay_9,100.550000,2,14.000000,1,COMPLETED_SUCCESSFULLY,430.500000,9.000000,439.500000,329.950000,338.950000,37.661111,10-11,-1.000000,""
28,w0,ph_49,103.860000,4,74.000000,1,COMPLETED_SUCCESSFULLY,438.500000,49.000000,487.500000,334.640000,383.640000,7.829388,12-15,-1.000000,""
25,w0,delay_74,97.490000,10,111.000000,1,COMPLETED_SUCCESSFULLY,430.500000,74.000000,504.500000,333.010000,407.010000,5.500135,0-9,-1.000000,""
29,w0,delay_24,108.180000,6,36.000000,1,COMPLETED_SUCCESSFULLY,487.500000,24.000000,511.500000,379.320000,403.320000,16.805000,10-15,-1.000000,""
32,w0,delay_8,117.290000,2,12.000000,1,COMPLETED_SUCCESSFULLY,504.500000,8.000000,512.500000,387.210000,395.210000,49.401250,2-3,-1.000000,""
30,w0,delay_10,110.500000,1,15.000000,1,COMPLETED_SUCCESSFULLY,504.500000,10.000000,514.500000,394.000000,404.000000,40.400000,0,-1.000000,""
31,w0,delay_12,115.030000,1,18.000000,1,COMPLETED_SUCCESSFULLY,504.500000,12.000000,516.500000,389.470000,401.470000,33.455833,1,-1.000000,""
34,w0,delay_12,118.470000,1,18.000000,1,COMPLETED_SUCCESSFULLY,504.500000,12.000000,516.500000,386.030000,398.030000,33.169167,8,-1.000000,""
35,w0,delay_6,118.530000,2,9.000000,1,COMPLETED_SUCCESSFULLY,511.500000,6.000000,517.500000,392.970000,398.970000,66.495000,9-10,-1.000000,""
36,w0,delay_6,126.470000,2,9.000000,1,COMPLETED_SUCCESSFULLY,511.500000,6.000000,517.500000,385.030000,391.030000,65.171667,11-12,-1.000000,""
39,w0,delay_9,139.240000,1,14.000000,1,COMPLETED_SUCCESSFULLY,516.500000,9.000000,525.500000,377.260000,386.260000,42.917778,8,-1.000000,""
38,w0,delay_16,138.140000,2,24.000000,1,COMPLETED_SUCCESSFULLY,516.500000,16.000000,532.500000,378.360000,394.360000,24.647500,0-1,-1.000000,""
33,w0,delay_37,117.290000,4,56.000000,1,COMPLETED_SUCCESSFULLY,504.500000,37.000000,541.500000,387.210000,424.210000,11.465135,4-7,-1.000000,""
37,w0,delay_37,132.800000,5,56.000000,1,COMPLETED_SUCCESSFULLY,512.500000,37.000000,549.500000,379.700000,416.700000,11.262162,2-3 13-15,-1.000000,""
