batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
commit d4d3411d81ffb97a61e866b3e200782aacb61ba4 (built by Nix from master branch),0.000000,549.500000,66.495000,424.210000,394.000000,17.093685,236.686750,210.186750,16,0,40,40,0,0,40,0,0.033578,0.065131,1.000000,6616.000000,1958.000000,0.000000,0.000000,0.000000,0.000000
