batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
commit d4d3411d81ffb97a61e866b3e200782aacb61ba4 (built by Nix from master branch),0.000000,27304.860000,2631.373000,26689.220000,26577.920000,337.589919,13351.851626,13275.960717,48,0,990,990,32,0,958,0,1.113695,1.711653,0.967677,1056816.000000,252597.280001,0.000000,0.000000,0.000000,0.000000
