batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
commit d4d3411d81ffb97a61e866b3e200782aacb61ba4 (built by Nix from master branch),0.000000,111407301.000000,1290314.000000,3164281.000000,1493358.000000,11666.386443,231171.239819,181369.999081,288,0,14144,14144,35,0,14109,0,19.655225,28.287762,0.997525,20334953916.999516,11562106307.000486,0.000000,0.000000,0.000000,0.000000
