batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
commit d4d3411d81ffb97a61e866b3e200782aacb61ba4 (built by Nix from master branch),0.000000,3530151.000000,1022.205882,153607.000000,153169.000000,6.244055,8374.149276,1186.006740,171,0,4006,4006,15,0,3991,0,4.190476,6.192684,0.996256,173514470.999942,429643059.000058,0.000000,0.000000,0.000000,0.000000
